doi,pagerank
http://dx.doi.org/10.1016/j.cell.2020.02.052,0.020046725
http://dx.doi.org/10.1056/nejmc2001468,0.016300924
http://dx.doi.org/10.7326/m20-0504,0.008362956
http://dx.doi.org/10.1016/j.ijid.2020.01.009,0.008261886
http://dx.doi.org/10.2807/1560-7917.es.2020.25.5.2000062,0.007931189
http://dx.doi.org/10.1148/radiol.2020200230,0.006448521
http://dx.doi.org/10.1038/nrmicro.2016.81,0.006265936
http://dx.doi.org/10.3390/jcm9020538,0.006024269
http://dx.doi.org/10.1002/ajh.25829,0.005778437
http://dx.doi.org/10.1016/j.ijantimicag.2020.105924,0.005325566
http://dx.doi.org/10.1016/j.jaut.2020.102433,0.005207147
http://dx.doi.org/10.3201/eid0908.030334,0.005140951
http://dx.doi.org/10.3201/eid1002.030452,0.0050397
http://dx.doi.org/10.1093/aje/kwh255,0.004879395
http://dx.doi.org/10.1056/nejmc2001272,0.004797839
http://dx.doi.org/10.1016/j.ajic.2007.10.007,0.004093573
http://dx.doi.org/10.1101/2020.01.23.20018549,0.004055722
http://dx.doi.org/10.1101/2020.01.31.20019901,0.003879025
http://dx.doi.org/10.2807/1560-7917.es.2020.25.10.2000180,0.003714853
http://dx.doi.org/10.1016/j.ijsu.2020.02.034,0.003622115
http://dx.doi.org/10.3390/ijerph17051729,0.003495321
http://dx.doi.org/10.1186/s40779-020-00240-0,0.003479845
http://dx.doi.org/10.1097/ccm.0000000000004363,0.003439304
http://dx.doi.org/10.1097/cm9.0000000000000744,0.003153366
http://dx.doi.org/10.3390/jcm9020330,0.003104344
http://dx.doi.org/10.1056/nejmoa1411100,0.003053499
http://dx.doi.org/10.1038/s41597-020-0448-0,0.002871093
http://dx.doi.org/10.1016/j.tvjl.2015.02.017,0.002560936
http://dx.doi.org/10.1007/s12519-020-00345-5,0.002352697
http://dx.doi.org/10.1038/s41577-020-0311-8,0.002344842
http://dx.doi.org/10.1016/j.phrp.2015.08.006,0.002229882
http://dx.doi.org/10.1126/science.aba9757,0.002206691
http://dx.doi.org/10.1038/nm1001,0.002199802
http://dx.doi.org/10.1016/j.jfms.2008.09.008,0.002187197
http://dx.doi.org/10.1093/infdis/jiaa077,0.002177529
http://dx.doi.org/10.1016/j.jinf.2012.10.002,0.002124043
http://dx.doi.org/10.1038/srep35839,0.001974468
http://dx.doi.org/10.1016/j.eclinm.2020.100331,0.001972455
http://dx.doi.org/10.1038/nature02007,0.001972053
http://dx.doi.org/10.1007/s00259-020-04735-9,0.001967902
http://dx.doi.org/10.1016/j.ajic.2018.02.018,0.001947806
http://dx.doi.org/10.1097/cm9.0000000000000819,0.001943053
http://dx.doi.org/10.1371/currents.outbreaks.0bf719e352e7478f8ad85fa30127ddb8,0.001934733
http://dx.doi.org/10.1101/2020.01.27.20018986,0.001823141
http://dx.doi.org/10.1093/jtm/taaa020,0.001807031
http://dx.doi.org/10.4178/epih/e2015033,0.001806456
http://dx.doi.org/10.1111/ajt.15876,0.00178662
http://dx.doi.org/10.1101/2020.03.15.20036707,0.001767092
http://dx.doi.org/10.3201/eid0909.030390,0.00175994
http://dx.doi.org/10.3201/eid0906.030264,0.001694876
http://dx.doi.org/10.1101/2020.03.02.20026708,0.001678012
http://dx.doi.org/10.1002/jmv.25748,0.001654987
http://dx.doi.org/10.1186/s12985-015-0421-2,0.001625974
http://dx.doi.org/10.1111/apa.15270,0.001616007
http://dx.doi.org/10.1007/s00134-003-1821-0,0.001589326
http://dx.doi.org/10.3201/eid1004.030458,0.00156977
http://dx.doi.org/10.1093/ije/dyaa033,0.001541039
http://dx.doi.org/10.3390/v3050493,0.001520524
http://dx.doi.org/10.1016/j.healun.2020.03.012,0.001518727
http://dx.doi.org/10.1016/j.jinf.2020.02.018,0.001498609
http://dx.doi.org/10.1056/nejmoa0906612,0.001472697
http://dx.doi.org/10.1101/2020.02.08.20021162,0.001448798
http://dx.doi.org/10.1007/s00430-004-0219-0,0.001447985
http://dx.doi.org/10.1186/1471-2334-4-34,0.001447755
http://dx.doi.org/10.1111/ajt.12456,0.001445701
http://dx.doi.org/10.1101/2020.03.03.20028423,0.001431262
http://dx.doi.org/10.3201/eid2605.200146,0.001402006
http://dx.doi.org/10.1093/cid/cis844,0.001396742
http://dx.doi.org/10.1007/bf01242179,0.001393659
http://dx.doi.org/10.1016/j.micinf.2004.11.004,0.001368859
http://dx.doi.org/10.1186/1471-2334-10-50,0.00136296
http://dx.doi.org/10.1002/ppul.24718,0.001345769
http://dx.doi.org/10.1371/journal.ppat.1002315,0.001331769
http://dx.doi.org/10.1007/bf01315166,0.001329599
http://dx.doi.org/10.1016/j.jinf.2020.02.016,0.001305013
http://dx.doi.org/10.7554/elife.05564,0.001299504
http://dx.doi.org/10.1002/jmv.20288,0.001298861
http://dx.doi.org/10.1093/cid/ciaa198,0.001295011
http://dx.doi.org/10.1038/cr.2008.15,0.001293779
http://dx.doi.org/10.1186/1756-0500-4-446,0.001269261
http://dx.doi.org/10.1016/j.ajog.2020.02.017,0.00125438
http://dx.doi.org/10.1016/j.jcv.2003.09.011,0.001205194
http://dx.doi.org/10.1101/2020.01.31.20019265,0.001199572
http://dx.doi.org/10.1016/j.jmii.2020.02.012,0.001192032
http://dx.doi.org/10.1016/j.jaut.2020.102434,0.001182341
http://dx.doi.org/10.1086/431982,0.001169477
http://dx.doi.org/10.1111/ajt.12841,0.001168217
http://dx.doi.org/10.1016/j.virol.2014.04.040,0.001157362
http://dx.doi.org/10.1016/j.ejim.2004.01.006,0.001157332
http://dx.doi.org/10.3201/eid1002.030610,0.001136062
http://dx.doi.org/10.1186/2049-9957-3-29,0.0011172
http://dx.doi.org/10.1016/j.bbrc.2004.11.128,0.001115251
http://dx.doi.org/10.1016/j.coi.2005.05.009,0.001114748
http://dx.doi.org/10.1016/j.ijid.2013.07.001,0.001111716
http://dx.doi.org/10.1186/s12985-015-0439-5,0.001100977
http://dx.doi.org/10.1080/22221751.2020.1745095,0.001096808
http://dx.doi.org/10.1111/jebm.12376,0.001084351
http://dx.doi.org/10.1177/0022034520914246,0.001079697
http://dx.doi.org/10.1016/j.jfma.2013.05.010,0.00107599
http://dx.doi.org/10.3390/jcm9020462,0.001068305
http://dx.doi.org/10.3201/eid2607.200282,0.001065192
http://dx.doi.org/10.1093/jtm/taaa030,0.001022246
http://dx.doi.org/10.1371/journal.pone.0235458,0.000974424
http://dx.doi.org/10.3201/eid1002.030426,0.000973392
http://dx.doi.org/10.1002/rmv.2010,0.000970853
http://dx.doi.org/10.3201/eid2112.151421,0.000965959
http://dx.doi.org/10.1016/j.gie.2020.03.019,0.000950517
http://dx.doi.org/10.1111/pai.13263,0.00094384
http://dx.doi.org/10.1186/s12916-014-0196-0,0.000937841
http://dx.doi.org/10.1016/j.tmrv.2020.02.003,0.000923664
http://dx.doi.org/10.1016/j.antiviral.2020.104786,0.000923387
http://dx.doi.org/10.1371/journal.ppat.0030109,0.000922587
http://dx.doi.org/10.1101/2020.03.24.20043018,0.000917112
http://dx.doi.org/10.1101/2020.01.26.20018754,0.000904837
http://dx.doi.org/10.1093/jtm/taaa015,0.000904728
http://dx.doi.org/10.1371/journal.ppat.1003057,0.000904408
http://dx.doi.org/10.3201/eid1002.030626,0.000902802
http://dx.doi.org/10.3390/v2112541,0.000902182
http://dx.doi.org/10.1093/cvr/cvaa106,0.000884595
http://dx.doi.org/10.1371/journal.pbio.0050220,0.000881143
http://dx.doi.org/10.1016/j.virusres.2007.02.014,0.000880417
http://dx.doi.org/10.1016/j.vetmic.2011.09.007,0.000879283
http://dx.doi.org/10.1007/s11538-006-9077-9,0.000868381
http://dx.doi.org/10.1086/652241,0.000864199
http://dx.doi.org/10.1371/journal.pmed.0040013,0.000856017
http://dx.doi.org/10.1016/j.tmaid.2009.02.006,0.000846653
http://dx.doi.org/10.1086/428735,0.000843421
http://dx.doi.org/10.1016/j.ijid.2020.02.060,0.000835308
http://dx.doi.org/10.1371/journal.ppat.1000642,0.000827506
http://dx.doi.org/10.1016/j.ejrad.2020.108961,0.0008259
http://dx.doi.org/10.1038/srep25359,0.000825254
http://dx.doi.org/10.1186/1476-069x-13-22,0.000823954
http://dx.doi.org/10.1016/j.jocn.2020.04.062,0.000817131
http://dx.doi.org/10.1093/infdis/jiv323,0.000815317
http://dx.doi.org/10.1080/03079459708419246,0.000795618
http://dx.doi.org/10.1016/j.jfms.2009.05.008,0.000789938
http://dx.doi.org/10.1186/1756-0500-6-216,0.000783427
http://dx.doi.org/10.1016/j.ijantimicag.2014.07.026,0.000776832
http://dx.doi.org/10.1016/j.jns.2020.116832,0.00077656
http://dx.doi.org/10.1007/s15010-020-01401-y,0.000767864
http://dx.doi.org/10.1101/2020.01.29.20019547,0.000760533
http://dx.doi.org/10.1093/jtm/taaa022,0.000760335
http://dx.doi.org/10.3390/v12040372,0.000755291
http://dx.doi.org/10.1016/j.socscimed.2006.08.004,0.000754766
http://dx.doi.org/10.4178/epih.e2016048,0.000748371
http://dx.doi.org/10.1186/s12889-018-5484-8,0.000747984
http://dx.doi.org/10.1016/j.idm.2020.02.001,0.00074381
http://dx.doi.org/10.1016/j.molmed.2020.02.008,0.000736667
http://dx.doi.org/10.3201/eid2203.151437,0.000730008
http://dx.doi.org/10.1371/journal.pone.0000012,0.000724083
http://dx.doi.org/10.1373/clinchem.2003.023184,0.000723967
http://dx.doi.org/10.1038/305150a0,0.000723904
http://dx.doi.org/10.1093/cid/ciaa410,0.000718313
